2113 6632
294 707 7
294 711 7
294 991 10
294 1030 9
294 1291 6
294 1302 2
294 1311 5
294 1726 2
294 1737 9
294 1809 9
294 2009 10
294 2044 6
294 2096 7
295 711 9
295 1128 6
296 385 4
296 447 10
296 581 6
296 754 3
296 1407 8
296 1488 10
297 1426 4
298 1404 4
299 419 3
299 823 3
299 912 2
299 1399 5
299 1517 8
299 1706 10
299 1856 8
300 498 9
300 1043 9
301 342 5
301 494 7
301 591 2
301 593 10
301 609 2
301 633 5
301 688 4
301 713 7
301 739 5
301 869 8
301 939 9
301 984 7
301 1040 8
301 1166 9
301 1309 10
301 1364 3
301 1377 10
301 1380 4
301 1423 8
301 1567 10
301 1719 3
301 1729 3
301 1769 6
301 1786 2
301 1807 5
302 1494 7
303 1197 6
304 446 7
304 459 7
304 535 6
304 610 2
304 759 9
304 886 9
304 917 4
304 919 8
304 951 6
304 1027 6
304 1030 3
304 1164 3
304 1205 8
304 1320 7
304 1524 8
304 1534 2
304 1543 3
304 1544 6
304 1546 8
304 1774 7
304 1792 10
304 1811 6
304 1968 2
304 2001 3
304 2021 4
305 377 4
305 422 2
305 463 9
305 471 6
305 494 3
305 517 2
305 539 8
305 609 3
305 656 3
305 721 6
305 739 9
305 750 2
305 870 5
305 912 8
305 984 3
305 1030 4
305 1106 5
305 1292 2
305 1361 2
305 1377 9
305 1399 2
305 1442 10
305 1532 10
305 1567 6
305 1650 6
305 1653 3
305 1659 10
305 1767 9
305 1806 7
305 1807 4
305 1889 3
305 1918 6
305 1939 4
305 1996 4
305 2006 2
305 2071 9
306 554 3
306 733 4
306 938 9
306 1119 10
306 1481 8
306 1501 9
306 1795 5
306 1909 7
306 1957 7
307 613 2
308 1694 2
309 573 4
309 807 3
309 825 2
309 1082 4
309 1171 3
309 1201 5
309 1355 4
309 1455 2
309 1525 7
309 1637 3
309 1661 4
309 1779 8
309 1858 8
309 1907 2
309 2110 5
310 510 4
311 382 7
311 481 5
311 584 10
311 745 10
311 878 6
311 975 2
311 1844 9
311 1989 4
311 2021 6
312 863 2
312 1026 10
312 1175 4
312 1665 9
312 1979 6
312 2031 2
313 1121 4
313 1330 6
313 1394 2
313 1581 3
313 1967 3
313 2092 8
314 1306 6
315 914 8
315 1848 6
316 849 10
316 1585 6
316 2096 2
319 463 7
319 1162 8
319 1300 3
319 1387 2
319 1889 9
319 2071 2
320 702 10
320 966 3
320 1155 7
321 1635 10
322 563 4
322 1749 5
323 342 7
323 707 8
323 825 2
323 1033 2
323 1300 6
323 1475 6
323 1499 2
323 1639 5
323 2015 5
325 1769 8
326 739 3
327 599 2
327 630 9
327 676 6
327 705 3
327 1097 2
327 1202 8
327 1384 6
327 1453 4
327 1553 4
327 1564 10
327 1705 2
327 1725 6
327 1960 7
328 1443 8
329 1019 6
329 1535 3
330 435 10
330 546 7
330 610 6
330 722 5
330 988 7
330 1125 9
330 1143 7
330 1464 8
331 461 8
331 463 10
331 697 5
331 926 7
331 929 6
331 1166 7
331 1301 5
331 1453 8
331 1730 2
331 1903 3
331 1964 3
332 1840 3
333 618 5
333 1007 10
333 1040 8
333 1446 2
333 1543 9
333 1550 3
333 1553 10
333 1644 10
333 1769 8
333 1972 6
335 342 9
335 707 2
335 825 2
335 1033 5
335 1300 5
335 1475 6
335 1499 2
335 1639 5
335 1761 8
335 2007 6
335 2015 2
336 2087 10
337 1171 7
338 1923 8
339 2041 7
340 767 4
340 1800 5
341 689 4
341 1163 9
341 1202 9
341 1446 5
341 1471 4
341 1553 6
341 1729 3
341 1769 10
341 1842 4
341 2056 9
342 360 8
342 423 4
342 496 10
342 542 7
342 604 7
342 608 10
342 609 10
342 613 8
342 618 9
342 623 2
342 697 3
342 707 3
342 825 8
342 830 4
342 864 4
342 958 10
342 984 3
342 997 3
342 1022 8
342 1033 7
342 1073 10
342 1169 10
342 1195 7
342 1229 2
342 1287 9
342 1300 6
342 1323 10
342 1359 2
342 1375 7
342 1475 5
342 1499 4
342 1539 4
