7476 56943
6 4897 10
6 4928 2
6 5187 10
6 5239 7
6 5287 3
6 5301 7
6 5308 3
6 5334 5
6 5349 2
6 5352 2
6 5372 8
6 5466 9
6 5477 10
6 5483 7
6 5484 2
6 5493 4
6 5497 7
6 5552 4
6 5561 10
6 5602 10
6 5608 9
6 5676 9
6 5719 2
6 5720 10
6 5721 7
6 5849 3
6 5862 10
6 5880 8
6 5884 8
6 5886 2
6 5920 4
6 5999 6
6 6005 2
6 6040 7
6 6080 10
6 6107 3
6 6205 3
6 6259 5
6 6299 3
6 6502 4
6 6503 7
6 6644 3
6 7090 4
6 7243 9
6 7248 5
6 7296 6
6 7402 2
7 18 2
7 26 2
7 77 9
7 178 2
7 266 7
7 451 3
7 659 6
7 754 2
7 1255 3
8 109 5
8 113 6
9 352 8
9 384 10
9 454 2
9 604 5
9 606 3
9 620 10
9 621 6
9 622 5
9 661 9
9 848 2
9 1317 4
9 4382 3
10 14 2
10 16 2
10 34 10
10 111 8
10 118 8
10 268 4
10 385 6
10 397 8
10 411 10
10 440 3
10 454 2
10 455 4
10 591 10
10 702 5
10 762 2
10 773 9
10 801 9
10 921 9
10 973 2
10 1074 9
10 1149 9
10 1389 8
10 1821 5
10 1976 7
10 1992 10
10 2377 4
10 4350 7
10 4382 8
10 4522 4
10 5238 10
11 119 3
11 323 9
11 375 4
11 411 3
11 454 7
11 508 8
11 653 5
11 702 6
11 825 3
11 927 10
11 973 5
11 1066 9
11 1129 3
11 1191 7
11 1209 6
11 1266 2
11 1284 10
11 1306 3
11 1438 9
11 1607 3
11 1611 8
11 1912 7
11 1952 6
11 2163 6
11 2189 7
11 2495 5
11 2657 6
11 2841 6
11 2928 5
11 3009 8
11 3072 4
11 3232 2
11 3270 7
11 3303 3
11 3426 5
11 4108 4
11 4622 7
11 4939 3
11 5290 3
11 5377 10
11 6389 3
12 109 10
12 296 6
12 492 2
12 501 10
12 553 10
12 595 3
12 1174 2
12 2214 4
13 14 3
13 18 10
13 21 6
13 57 4
13 79 7
13 139 6
13 214 6
13 266 5
13 268 10
13 271 4
13 300 4
13 323 8
13 359 10
13 385 6
13 386 5
13 397 8
13 411 5
13 454 7
13 455 5
13 458 7
13 472 9
13 490 9
13 491 8
13 508 3
13 511 7
13 543 8
13 547 5
13 581 6
13 619 8
13 653 5
13 664 8
13 678 10
13 702 8
13 710 3
13 715 7
13 721 9
13 740 10
13 750 10
13 767 10
13 771 5
13 773 8
13 778 7
13 793 7
13 814 5
13 844 6
13 862 3
13 927 2
13 944 8
13 949 3
13 973 9
13 1006 10
13 1058 7
13 1066 6
13 1110 10
13 1149 7
13 1166 3
13 1179 9
13 1188 2
13 1206 6
13 1209 9
13 1250 3
13 1256 6
13 1294 3
13 1319 2
13 1370 10
13 1438 4
13 1471 9
13 1492 4
13 1585 7
13 1607 4
13 1659 10
13 1757 3
13 1775 10
13 1778 10
13 1843 4
13 1856 6
13 1897 3
13 1919 3
13 1952 10
13 1954 9
13 1980 10
13 2039 5
13 2047 6
13 2058 6
13 2116 7
13 2241 9
13 2325 2
13 2353 10
13 2370 2
13 2414 9
13 2453 3
13 2479 5
13 2488 5
13 2517 6
13 2573 7
13 2713 10
13 2741 5
13 2795 5
13 2847 5
13 2910 9
13 3005 8
13 3075 9
13 3151 4
13 3155 4
13 3256 7
13 3270 8
13 3295 2
13 3387 9
13 3634 8
13 3794 3
13 3929 4
13 4072 2
13 4077 7
13 4107 2
13 4230 4
13 4271 3
13 4357 10
13 4794 4
13 4880 10
13 5493 5
13 5509 9
13 5862 8
13 5884 6
13 6259 6
13 6496 3
13 6921 5
14 16 6
14 19 8
14 34 5
14 71 6
14 79 6
14 118 5
14 268 2
14 323 7
14 359 4
14 385 10
14 397 2
14 411 7
14 445 5
14 454 10
14 455 7
14 702 8
14 730 3
14 762 3
14 773 2
14 812 5
14 864 10
14 973 6
14 988 6
14 995 5
14 1074 6
14 1149 10
14 1559 10
14 1757 4
14 1821 5
14 1886 5
14 1989 9
14 1992 6
14 2067 2
14 2280 9
14 2644 8
14 2847 7
14 3075 9
14 3157 8
14 3180 10
14 3740 9
14 4350 5
14 4382 7
14 4682 4
14 4901 7
15 23 6
15 109 5
16 20 5
17 43 5
17 114 4
17 122 9
17 862 7
18 21 2
18 75 8
18 79 3
18 111 6
18 139 4
18 266 8
18 268 4
18 323 5
18 359 7
18 385 6
18 386 4
18 397 9
18 411 8
18 445 2
18 454 4
18 455 7
18 472 7
18 490 6
18 508 5
18 511 7
18 619 3
18 664 2
18 678 5
18 702 4
18 710 9
18 730 2
18 750 2
18 773 2
18 776 2
18 778 10
18 802 5
18 814 10
18 844 7
18 862 2
18 906 10
18 927 3
18 949 10
18 957 9
18 973 10
18 1053 9
18 1066 4
18 1110 6
18 1166 5
18 1179 8
18 1191 8
18 1206 5
18 1209 2
18 1255 10
18 1256 4
18 1294 7
18 1370 8
18 1374 2
18 1438 5
18 1471 9
18 1492 6
18 1585 3
18 1607 6
18 1649 10
18 1757 7
18 1770 8
18 1778 6
18 1838 10
18 1843 8
18 1854 8
18 1856 4
18 1897 4
18 1919 9
18 1952 7
18 1954 2
18 1972 3
18 1980 5
18 1991 3
18 2047 6
18 2116 2
18 2200 4
18 2241 10
18 2353 2
18 2354 3
18 2367 4
18 2414 2
18 2437 4
18 2453 4
18 2463 10
18 2517 5
18 2618 2
18 2654 4
18 2713 4
18 2740 2
18 2741 6
18 2779 6
18 2795 6
18 2847 8
18 2910 9
18 2935 4
18 2996 5
18 3151 4
18 3155 9
18 3270 6
18 3295 8
18 3634 10
18 3645 5
18 3794 8
18 4020 8
18 4065 4
18 4072 10
18 4077 8
18 4107 8
18 4271 3
18 4382 7
18 4768 4
18 4794 2
18 5493 3
18 5721 7
18 5788 7
18 5884 10
18 5967 7
18 6205 2
18 6700 6
18 6722 7
18 6905 2
18 6921 2
18 6956 10
21 33 9
21 34 2
21 35 6
21 36 2
21 57 8
21 60 5
21 64 5
21 66 4
21 71 7
21 72 6
21 75 4
21 79 9
21 81 7
21 86 8
21 88 8
21 90 9
21 112 7
21 113 5
21 117 6
21 120 8
21 128 2
21 131 9
21 132 10
21 133 8
21 139 7
21 140 7
21 163 8
21 176 8
21 177 3
21 180 7
21 181 8
21 183 2
21 186 10
21 192 5
21 193 3
21 203 5
21 237 10
21 240 4
21 244 5
21 255 6
21 262 4
21 266 4
21 268 3
21 271 5
21 272 4
21 274 7
21 275 5
21 299 4
21 306 7
21 309 5
21 323 5
21 326 2
21 327 6
21 345 8
21 348 5
21 359 4
21 362 2
21 364 9
21 368 8
21 375 5
21 382 9
21 385 2
21 386 5
21 387 3
21 389 2
21 394 9
21 396 7
21 397 9
21 398 6
21 401 8
21 402 8
21 411 7
21 419 7
21 420 7
21 424 8
21 427 3
21 433 6
21 438 2
21 442 6
21 444 3
21 445 3
21 448 4
21 455 10
21 458 5
21 459 10
21 460 9
21 463 4
21 470 5
21 472 9
21 481 5
21 491 9
21 494 9
21 498 2
21 501 3
21 508 7
21 511 3
21 517 8
21 540 10
21 543 4
21 544 7
21 546 4
21 566 9
21 572 10
21 573 8
21 576 5
21 579 10
21 580 6
21 581 10
21 586 10
21 591 2
21 592 3
21 613 4
21 615 8
21 619 2
21 630 8
21 634 5
21 636 9
21 653 3
21 659 2
21 662 8
21 667 2
21 672 9
21 676 4
21 678 9
21 682 3
21 690 4
21 691 8
21 692 6
21 693 8
21 698 3
21 702 10
21 707 8
21 709 9
21 711 10
21 715 9
21 721 5
21 750 2
21 751 5
21 753 3
21 760 10
21 762 10
21 764 4
21 768 9
21 771 4
21 773 7
21 778 2
21 787 7
21 789 8
21 797 9
21 802 8
21 811 2
21 814 6
21 815 2
21 818 9
21 824 3
21 832 9
21 838 9
21 843 7
21 844 5
21 862 7
21 866 6
21 875 2
21 876 8
21 887 7
21 901 4
21 923 3
21 929 9
21 934 7
21 939 10
21 940 10
21 943 2
21 948 6
21 949 3
21 952 10
21 963 3
21 964 9
21 973 7
21 974 6
21 977 8
21 981 9
21 984 6
21 985 2
21 990 4
21 995 5
21 1007 6
21 1013 4
21 1027 9
21 1033 6
21 1039 8
21 1047 2
21 1051 7
21 1052 6
21 1054 3
21 1065 8
21 1066 5
21 1084 7
21 1087 8
21 1095 4
21 1096 7
21 1106 5
21 1118 3
21 1130 5
21 1139 6
21 1144 2
21 1149 8
21 1169 8
21 1175 9
21 1176 7
21 1178 8
21 1179 7
21 1183 3
21 1186 7
21 1188 5
21 1207 5
21 1210 5
21 1227 5
21 1229 4
21 1233 2
21 1234 6
21 1245 5
21 1249 9
21 1263 6
21 1293 9
21 1301 5
21 1307 9
21 1315 5
21 1331 3
21 1335 7
21 1340 9
21 1346 10
21 1349 2
21 1357 7
21 1364 4
21 1372 3
21 1374 3
21 1387 2
21 1390 6
21 1395 3
21 1401 2
21 1402 4
21 1403 7
21 1407 8
21 1426 10
21 1433 4
21 1438 3
21 1439 6
21 1445 6
21 1448 8
21 1453 9
21 1459 10
21 1467 4
21 1488 8
21 1489 7
21 1490 10
21 1494 4
21 1497 2
21 1498 7
21 1502 8
21 1509 8
21 1511 10
21 1513 6
21 1516 4
21 1522 8
21 1523 6
21 1527 4
21 1529 4
21 1530 2
21 1559 9
21 1562 2
21 1565 3
21 1567 8
21 1571 5
21 1583 4
21 1605 5
21 1607 5
21 1609 2
21 1624 2
21 1625 8
21 1630 8
21 1633 4
21 1636 7
21 1640 2
21 1649 7
21 1669 10
21 1682 2
21 1691 7
21 1700 4
21 1701 10
21 1704 5
21 1707 6
21 1710 6
21 1716 3
21 1719 4
21 1722 3
21 1723 7
21 1726 8
21 1728 9
21 1733 10
21 1740 3
21 1744 8
21 1748 10
21 1756 2
21 1761 3
21 1762 3
21 1768 2
21 1772 3
21 1774 7
21 1777 2
21 1778 9
21 1779 6
21 1796 5
21 1802 5
21 1804 3
21 1808 3
21 1811 7
21 1818 8
21 1821 10
21 1854 8
21 1857 6
21 1861 5
21 1862 8
21 1867 3
21 1870 9
21 1871 5
21 1876 2
21 1877 7
21 1880 6
21 1882 4
21 1889 6
21 1898 4
21 1902 2
21 1903 4
21 1906 4
21 1918 4
21 1922 4
21 1932 8
21 1935 6
21 1939 10
21 1945 4
21 1948 10
21 1949 3
21 1952 9
21 1959 4
21 1964 2
21 1966 8
21 1976 6
21 1977 3
21 1981 9
21 1987 6
21 1989 9
21 1992 5
21 1994 9
21 1999 8
21 2001 6
21 2005 7
21 2008 4
21 2009 9
21 2010 8
21 2013 2
21 2021 3
21 2026 8
21 2035 3
21 2038 4
21 2049 5
21 2052 8
21 2060 6
21 2067 7
21 2073 10
21 2075 4
21 2078 7
21 2087 4
21 2101 6
21 2102 4
21 2105 4
21 2108 4
21 2111 6
21 2115 7
21 2118 4
21 2123 3
21 2130 6
21 2131 9
21 2132 7
21 2133 8
21 2145 5
21 2158 3
21 2165 9
21 2187 2
21 2191 5
21 2198 2
21 2208 5
21 2209 5
21 2216 2
21 2219 6
21 2227 9
21 2231 9
21 2232 10
21 2233 5
21 2245 6
21 2254 6
21 2257 9
21 2262 7
21 2263 10
21 2266 7
21 2270 6
21 2272 2
21 2277 10
21 2288 4
21 2293 7
21 2302 9
21 2319 8
21 2320 6
21 2324 5
21 2331 6
21 2338 8
21 2339 9
21 2342 2
21 2349 4
21 2356 4
21 2366 4
21 2371 8
21 2385 2
21 2389 10
21 2391 5
21 2393 9
21 2402 3
21 2405 6
21 2410 3
21 2420 8
21 2431 2
21 2439 10
21 2455 10
21 2461 2
21 2470 2
21 2473 6
21 2474 5
21 2477 3
21 2483 6
21 2484 7
21 2485 10
21 2486 2
21 2494 4
21 2506 10
21 2508 2
21 2512 8
21 2513 3
21 2521 10
21 2527 8
21 2528 4
21 2529 6
21 2536 8
21 2547 7
21 2552 6
21 2554 3
21 2559 8
21 2570 7
21 2571 3
21 2573 4
21 2577 3
21 2605 5
21 2610 2
21 2611 8
21 2622 3
21 2628 2
21 2630 5
21 2651 2
21 2654 2
21 2657 9
21 2664 10
21 2666 4
21 2669 7
21 2671 2
21 2696 7
21 2697 9
21 2700 4
21 2701 2
21 2702 10
21 2709 7
21 2723 2
21 2724 4
21 2725 2
21 2739 8
21 2741 8
21 2758 3
21 2764 7
21 2768 5
21 2769 5
21 2770 5
21 2775 3
21 2780 5
21 2787 4
21 2800 3
21 2807 2
21 2809 6
21 2810 6
21 2819 4
21 2831 9
21 2833 8
21 2847 4
21 2853 5
21 2857 3
21 2859 6
21 2865 3
21 2867 5
21 2871 6
21 2889 10
21 2892 9
21 2894 3
21 2899 8
21 2920 4
21 2929 10
21 2930 9
21 2938 10
21 2939 3
21 2940 9
21 2943 2
21 2946 2
21 2947 4
21 2959 2
21 2964 5
21 2968 5
21 2974 3
21 2983 4
21 2985 5
21 2990 4
21 2996 8
21 3005 2
21 3013 9
21 3025 4
21 3040 6
21 3043 2
21 3044 2
21 3045 3
21 3053 2
21 3057 2
21 3061 2
21 3067 10
21 3068 7
21 3070 2
21 3075 4
21 3082 2
21 3091 10
21 3093 5
21 3101 10
21 3109 9
21 3110 7
21 3111 5
21 3126 5
21 3127 9
21 3128 8
21 3132 9
21 3159 2
21 3170 10
21 3179 6
21 3180 6
21 3182 10
21 3190 8
21 3196 7
21 3201 2
21 3208 4
21 3214 3
21 3217 8
21 3225 10
21 3228 5
21 3231 5
21 3234 4
21 3235 6
21 3239 8
21 3241 7
21 3248 10
21 3251 10
21 3262 6
21 3266 4
21 3268 2
21 3270 4
21 3281 6
21 3282 3
21 3284 10
21 3286 5
21 3292 5
21 3297 6
21 3300 5
21 3314 9
21 3316 10
21 3320 4
21 3321 4
21 3327 4
21 3332 2
21 3343 8
21 3345 7
21 3346 5
21 3349 6
21 3359 6
21 3363 7
21 3364 5
21 3366 6
21 3368 3
21 3376 2
21 3378 5
21 3379 6
21 3391 3
21 3395 5
21 3396 7
21 3399 4
21 3402 9
21 3416 3
21 3418 8
21 3434 9
21 3435 10
21 3448 7
21 3449 2
21 3461 10
21 3464 7
21 3476 2
21 3495 7
21 3500 6
21 3502 3
21 3506 6
21 3509 6
21 3518 2
21 3524 6
21 3527 9
21 3528 2
21 3530 7
21 3531 8
21 3539 2
21 3541 5
21 3548 5
21 3553 8
21 3557 5
21 3562 7
21 3572 7
21 3574 9
21 3576 8
21 3577 3
21 3579 3
21 3587 3
21 3588 8
21 3590 9
21 3611 5
21 3617 5
21 3618 5
21 3619 9
21 3622 6
21 3624 6
21 3628 9
21 3633 2
21 3640 9
21 3650 5
21 3654 7
21 3678 10
21 3682 7
21 3683 7
21 3697 5
21 3700 4
21 3702 10
21 3716 4
21 3720 10
21 3721 3
21 3726 3
21 3731 3
21 3733 7
21 3734 7
21 3735 8
21 3736 4
21 3744 4
21 3756 4
21 3759 10
21 3762 5
21 3769 4
21 3775 7
21 3777 7
21 3784 8
21 3787 10
21 3788 3
21 3789 6
21 3790 10
21 3804 9
21 3811 4
21 3815 4
21 3830 4
21 3839 10
21 3845 6
21 3858 2
21 3869 3
21 3870 3
21 3874 10
21 3876 2
21 3878 10
21 3881 9
21 3886 9
21 3890 4
21 3895 3
21 3903 4
21 3908 2
21 3919 7
21 3926 10
21 3937 6
21 3941 8
21 3948 6
21 3976 2
21 3996 8
21 4004 5
21 4006 4
21 4016 6
21 4017 3
21 4018 8
21 4031 7
21 4049 9
21 4050 4
21 4063 7
21 4067 7
21 4072 9
21 4079 6
21 4089 7
21 4090 2
21 4094 8
21 4106 3
21 4114 8
21 4115 8
21 4119 7
21 4122 3
21 4125 8
21 4127 10
21 4129 7
21 4131 3
21 4136 2
21 4137 9
21 4139 10
21 4141 7
21 4144 8
21 4147 4
21 4165 9
21 4166 3
21 4169 6
21 4172 7
21 4179 10
21 4181 10
21 4186 9
21 4194 6
21 4203 8
21 4222 2
21 4225 10
21 4226 7
21 4230 9
21 4231 3
21 4247 7
21 4252 2
21 4263 5
21 4267 2
21 4268 10
21 4297 8
21 4303 5
21 4306 6
21 4312 7
21 4316 10
21 4319 4
21 4322 3
21 4334 5
21 4344 3
21 4368 7
21 4386 9
21 4401 2
21 4404 4
21 4405 2
21 4406 9
21 4415 8
21 4450 8
21 4456 2
21 4457 9
21 4463 5
21 4470 3
21 4473 5
21 4476 3
21 4485 6
21 4486 5
21 4489 3
21 4492 4
21 4503 5
21 4507 2
21 4508 2
21 4526 4
21 4529 7
21 4533 5
21 4537 9
21 4540 3
21 4541 10
21 4554 2
21 4555 5
21 4570 2
21 4574 8
21 4577 10
21 4580 10
21 4588 4
21 4591 8
21 4612 7
21 4613 7
21 4621 4
21 4622 10
21 4623 3
21 4632 10
21 4636 8
21 4638 8
21 4652 2
21 4654 2
21 4656 10
21 4668 6
21 4669 8
21 4670 9
21 4677 3
21 4678 2
21 4679 4
21 4686 3
21 4696 5
21 4704 3
21 4708 6
21 4713 5
21 4721 9
21 4757 3
21 4769 6
21 4772 6
21 4777 2
21 4779 8
21 4783 5
21 4791 7
21 4792 8
21 4806 10
21 4812 10
21 4816 6
21 4822 3
21 4823 8
21 4828 2
21 4833 6
21 4835 3
21 4848 6
21 4863 6
21 4871 5
21 4874 10
21 4885 10
21 4896 7
21 4897 8
21 4901 6
21 4910 5
21 4912 7
21 4914 5
21 4922 3
21 4924 4
21 4925 7
21 4926 10
21 4927 4
21 4936 9
21 4938 5
21 4944 10
21 4953 8
21 4968 5
21 4970 4
21 4987 7
21 4991 3
21 4996 6
21 5000 3
21 5005 7
21 5009 8
21 5016 5
21 5017 8
21 5027 3
21 5030 4
21 5038 7
21 5074 5
21 5088 5
21 5099 5
21 5108 6
21 5109 8
21 5116 8
21 5117 10
21 5124 9
21 5137 9
21 5142 4
21 5143 8
21 5148 7
21 5184 6
21 5189 4
21 5194 9
21 5208 6
21 5231 2
21 5237 10
21 5275 3
21 5285 10
21 5286 4
21 5288 9
21 5317 6
21 5327 7
21 5343 9
21 5355 2
21 5361 4
21 5362 3
21 5364 8
21 5365 3
21 5391 2
21 5392 3
21 5396 10
21 5411 4
21 5413 8
21 5424 6
21 5426 5
21 5444 9
21 5446 7
21 5447 3
21 5449 3
21 5452 6
21 5467 3
21 5468 2
21 5474 10
21 5480 6
21 5485 5
21 5492 5
21 5493 7
21 5501 7
21 5502 8
21 5507 6
21 5514 6
21 5525 7
21 5526 5
21 5532 2
21 5540 7
21 5546 6
21 5549 7
21 5574 10
21 5588 2
21 5602 7
21 5610 10
21 5648 8
21 5650 2
21 5652 6
21 5655 2
21 5657 8
21 5661 2
21 5663 3
21 5667 5
21 5669 7
21 5670 2
21 5672 7
21 5674 5
21 5679 7
21 5691 8
21 5695 8
21 5703 4
21 5710 9
21 5716 8
21 5724 3
21 5737 10
21 5738 2
21 5739 10
21 5741 2
21 5748 8
21 5757 4
21 5760 5
21 5767 4
21 5778 2
21 5783 5
21 5785 6
21 5786 7
21 5797 9
21 5804 4
21 5810 2
21 5821 7
21 5836 2
21 5869 9
21 5875 4
21 5882 5
21 5903 6
21 5905 8
21 5915 9
21 5934 3
21 5939 6
21 5940 6
21 5941 3
21 5944 4
21 5947 6
21 5958 5
21 5978 8
21 5981 10
21 5991 10
21 6006 5
21 6008 3
21 6034 5
21 6053 4
21 6058 6
21 6059 5
21 6070 3
21 6079 2
21 6108 5
21 6132 2
21 6137 9
21 6151 10
21 6179 3
21 6188 2
21 6189 10
21 6208 10
21 6210 5
21 6228 6
21 6244 10
21 6246 3
21 6257 2
21 6260 7
21 6274 10
21 6280 8
21 6286 4
21 6301 6
21 6307 9
21 6332 4
21 6335 2
21 6340 8
21 6344 3
21 6353 4
21 6354 5
21 6362 5
21 6364 5
21 6380 3
21 6381 2
21 6383 5
21 6403 6
21 6426 6
21 6464 5
21 6468 2
21 6523 7
21 6524 9
21 6527 7
21 6550 3
21 6570 3
21 6574 6
21 6575 3
21 6615 9
21 6633 2
21 6635 2
21 6646 10
21 6648 5
21 6663 6
21 6664 8
21 6677 6
21 6699 10
21 6732 2
21 6752 6
21 6762 8
21 6812 3
21 6823 2
21 6827 2
21 6847 3
21 6862 10
21 6889 5
21 6895 3
21 6970 5
21 6986 10
21 6988 5
21 7005 4
21 7014 2
21 7033 5
21 7035 9
21 7043 6
21 7061 2
21 7101 5
21 7109 7
21 7126 10
21 7130 6
21 7143 5
21 7153 4
21 7161 4
21 7197 2
21 7212 5
21 7240 5
21 7242 6
21 7247 3
21 7279 8
21 7319 5
21 7383 6
21 7430 9
22 2326 9
23 35 10
23 70 5
23 86 5
23 106 6
23 108 8
23 109 10
23 113 7
23 268 2
23 427 10
23 481 10
23 492 5
23 567 3
23 721 2
23 785 3
23 806 2
23 1176 8
23 1357 10
23 3563 7
23 3589 8
23 3976 3
23 4777 2
23 6132 5
23 6535 2
24 43 4
24 44 2
24 49 10
24 114 9
24 122 7
24 143 3
24 238 5
24 862 3
25 113 6
25 595 9
26 79 7
26 359 9
26 362 4
26 403 4
26 415 4
26 439 10
26 442 8
26 445 4
26 455 6
26 709 8
26 923 6
26 973 7
26 1490 5
26 1625 4
26 1649 7
26 1733 3
26 1875 2
26 1999 9
26 2001 8
26 2093 2
26 2337 4
26 2847 5
26 2974 9
26 3047 6
26 3187 4
26 3190 10
26 3459 9
26 3684 2
26 3750 6
26 3858 6
26 3889 2
26 4148 10
26 4382 5
26 4933 7
26 5317 8
26 5614 2
26 7104 8
27 85 9
27 4035 5
28 203 6
28 4035 6
29 203 8
30 203 8
31 32 7
31 203 4
31 5877 4
32 203 2
32 4035 6
33 66 5
33 71 4
33 79 4
33 115 9
33 120 6
33 176 2
33 240 8
33 259 5
33 268 2
33 271 2
33 299 10
33 316 9
33 323 2
33 348 7
33 359 10
33 385 7
33 386 4
33 397 8
33 419 3
33 444 3
33 451 3
33 454 9
33 455 5
33 458 10
33 460 6
33 470 4
33 472 10
33 481 8
33 494 2
33 508 7
33 511 10
33 540 2
33 543 6
33 547 3
33 583 2
33 630 8
33 631 9
33 634 8
33 648 3
33 657 5
33 663 3
33 664 6
33 677 2
33 683 9
33 692 5
33 701 8
33 702 4
33 703 9
33 707 4
33 710 5
33 711 6
33 721 4
33 730 2
33 771 3
33 773 7
33 784 6
33 787 5
33 802 3
33 805 7
33 814 9
33 818 8
33 831 9
33 862 5
33 899 2
33 940 2
