595 148868
2 159 9
2 160 7
2 161 5
2 162 4
2 163 2
2 164 3
2 165 4
2 166 4
2 167 6
2 168 10
2 169 3
2 170 8
2 172 6
2 173 8
2 174 9
2 175 7
2 176 8
2 178 9
2 179 9
2 180 2
2 181 4
2 182 7
2 183 6
2 186 9
2 187 4
2 188 2
2 189 7
2 190 4
2 191 4
2 192 7
2 193 10
2 194 4
2 195 6
2 196 9
2 197 3
2 198 4
2 199 3
2 200 7
2 201 6
2 202 2
2 203 9
2 204 8
2 205 9
2 206 4
2 207 9
2 208 4
2 209 8
2 210 5
2 211 10
2 212 2
2 213 4
2 214 7
2 215 8
2 216 9
2 217 5
2 218 2
2 219 4
2 220 7
2 221 7
2 222 7
2 223 4
2 224 6
2 227 3
2 228 4
2 229 9
2 230 10
2 234 3
2 235 6
2 236 9
2 237 5
2 238 5
2 239 2
2 240 4
2 241 5
2 242 5
2 243 3
2 244 3
2 245 2
2 246 3
2 247 4
2 248 5
2 249 10
2 250 5
2 251 7
2 252 3
2 253 7
2 254 5
2 255 3
2 256 7
2 257 6
2 258 5
2 259 6
2 260 5
2 261 7
2 262 9
2 263 5
2 264 9
2 265 10
2 266 4
2 267 8
2 268 2
2 269 9
2 270 5
2 271 3
2 272 5
2 273 8
2 274 9
2 275 3
2 276 6
2 277 6
2 278 6
2 279 6
2 280 3
2 281 8
2 282 10
2 283 5
2 284 8
2 285 3
2 286 6
2 287 8
2 288 2
2 289 5
2 290 7
2 293 3
2 295 10
2 299 8
2 300 9
2 301 10
2 302 10
2 303 4
2 304 9
2 307 2
2 309 5
2 310 9
2 311 8
2 312 10
2 313 4
2 314 8
2 315 2
2 316 2
2 317 3
2 319 9
2 320 9
2 321 5
2 322 5
2 323 7
2 324 6
2 325 10
2 326 6
2 327 5
2 328 4
2 329 10
2 330 8
2 331 7
2 332 5
2 333 4
2 334 3
2 335 10
2 336 5
2 337 4
2 338 9
2 339 5
2 340 10
2 341 10
2 343 9
2 345 2
2 347 3
2 348 5
2 349 6
2 351 5
2 353 9
2 354 5
2 355 6
2 356 6
2 357 7
2 358 10
2 359 8
2 360 2
2 361 7
2 362 10
2 363 10
2 364 3
2 365 8
2 366 8
2 367 8
2 368 5
2 369 4
2 370 9
2 371 9
2 372 10
2 373 3
2 374 4
2 375 5
2 376 7
2 377 7
2 378 7
2 379 9
2 380 2
2 381 4
2 382 9
2 383 10
2 384 6
2 385 6
2 386 6
2 387 5
2 388 10
2 389 10
2 390 10
2 391 5
2 392 7
2 393 8
2 396 3
2 398 10
2 400 2
2 401 9
2 403 4
2 404 3
2 405 4
2 406 6
2 407 7
2 408 5
2 409 5
2 410 8
2 411 6
2 412 9
2 413 6
2 414 6
2 415 8
2 416 6
2 417 10
2 418 2
2 419 5
2 422 9
2 424 4
2 426 2
2 428 9
2 430 8
2 431 9
2 432 5
2 433 6
2 434 3
2 435 5
2 437 9
2 440 2
2 443 4
2 445 6
2 448 4
2 449 2
2 450 4
2 451 3
2 452 5
2 453 10
2 456 8
2 458 6
2 460 3
2 462 7
2 467 3
2 468 5
2 469 4
2 472 6
2 473 4
2 474 2
2 476 2
2 477 7
2 478 8
2 479 4
2 480 7
2 481 10
2 482 3
2 483 8
2 484 9
2 485 4
2 486 6
2 487 3
2 488 10
2 489 3
2 490 6
2 491 2
2 492 8
2 493 4
2 495 10
2 496 10
2 497 3
2 499 5
2 500 2
2 502 9
2 504 10
2 506 3
2 509 9
2 510 8
2 511 2
2 512 3
2 513 2
2 514 5
2 515 10
2 516 3
2 517 10
2 518 7
2 521 7
2 523 9
2 524 3
2 525 3
2 526 5
2 527 6
2 533 3
2 535 8
2 536 2
2 538 7
2 539 8
2 541 6
2 544 6
2 545 7
2 546 6
2 547 9
2 548 7
2 549 7
2 550 6
2 551 3
2 552 2
2 553 3
2 554 2
2 555 6
2 556 10
2 557 7
2 558 2
2 559 9
2 560 6
2 561 8
2 562 3
2 563 4
2 564 7
2 565 2
2 566 8
2 567 7
2 568 3
2 569 4
2 570 5
2 571 7
2 572 7
2 573 7
2 574 4
2 575 2
2 576 6
2 577 8
2 578 8
2 579 5
2 580 7
2 581 7
2 582 3
2 583 7
2 584 6
2 585 8
2 586 6
2 587 2
2 588 4
2 589 7
2 590 10
2 591 4
2 592 9
2 593 9
2 594 2
3 17 2
3 18 9
3 19 4
3 20 2
3 21 4
3 22 2
3 23 9
3 24 8
3 25 3
3 26 2
3 27 4
3 28 9
3 29 5
3 30 10
3 31 9
3 32 6
3 33 5
3 34 9
3 35 4
3 36 6
3 37 6
3 39 3
3 44 5
3 46 6
3 51 2
3 52 5
3 53 2
3 54 5
3 55 10
3 56 3
3 57 10
3 58 5
3 59 2
3 60 4
3 61 10
3 62 9
3 63 2
3 64 3
3 65 7
3 66 10
3 67 4
3 69 8
3 72 5
3 75 6
3 77 2
3 78 9
3 80 6
3 81 7
3 82 7
3 83 7
3 84 9
3 85 9
3 86 10
3 87 10
3 88 9
3 89 4
3 90 9
3 91 4
3 93 5
3 94 2
3 97 10
3 98 4
3 99 4
3 101 2
3 102 3
3 103 7
3 104 9
3 105 4
3 106 6
3 107 10
3 108 7
3 109 3
3 110 6
3 111 2
3 112 10
3 113 2
3 114 7
3 115 9
3 116 4
3 117 6
3 118 6
3 119 3
3 120 10
3 121 8
3 122 6
3 123 7
3 124 2
3 125 2
3 126 10
3 127 10
3 128 8
3 129 8
3 130 5
3 131 5
3 132 9
3 133 3
3 134 8
3 135 7
3 136 5
3 137 7
3 138 7
3 139 9
3 140 10
3 141 10
3 142 3
3 143 3
3 144 10
3 145 5
3 146 4
3 147 10
3 148 7
3 149 4
3 150 8
3 151 7
3 152 10
3 153 10
3 154 8
3 155 5
3 156 10
3 157 4
3 158 10
3 159 6
3 160 4
3 161 7
3 162 3
3 163 10
3 164 5
3 165 8
3 166 3
3 167 4
3 168 2
3 169 6
3 170 5
3 171 6
3 173 9
3 176 5
3 177 4
3 178 6
3 179 4
3 180 2
3 181 3
3 182 8
3 183 5
3 184 7
3 187 4
3 188 9
3 189 3
3 190 5
3 191 7
3 192 3
3 193 5
3 194 4
3 195 5
3 196 9
3 197 4
3 198 6
3 199 6
3 200 10
3 201 4
3 202 4
3 203 2
3 204 6
3 205 7
3 206 8
3 207 5
3 208 9
3 209 7
3 210 10
3 211 8
3 212 8
3 213 3
3 214 2
3 215 8
3 216 2
3 217 10
3 218 9
3 219 9
3 220 6
3 222 5
3 225 5
3 228 10
3 230 5
3 231 8
3 232 6
3 233 7
3 234 2
3 235 10
3 236 2
3 237 3
3 238 2
3 239 2
3 240 9
3 241 4
3 242 3
3 243 4
3 244 7
3 245 10
3 246 8
3 247 3
3 248 10
3 249 2
3 250 9
3 251 5
3 252 9
3 253 6
3 254 7
3 255 10
3 256 2
3 257 6
3 258 4
3 259 3
3 260 5
3 261 7
3 262 7
3 263 9
3 264 9
3 265 5
3 266 10
3 267 2
3 268 8
3 269 3
3 270 2
3 271 8
3 272 10
3 273 3
3 274 3
3 275 9
3 276 4
3 277 10
3 278 2
3 279 2
3 280 5
3 281 3
3 282 10
3 283 9
3 284 8
3 285 3
3 286 3
3 287 3
3 288 5
3 291 5
3 292 10
3 293 9
3 294 2
3 295 7
3 296 2
3 299 8
3 300 4
3 302 3
3 303 7
3 305 3
3 306 2
3 311 2
3 314 3
3 317 4
3 318 8
3 319 7
3 320 2
3 321 8
3 323 10
3 324 8
3 325 7
3 326 7
3 327 9
3 328 10
3 329 8
3 330 10
3 331 4
3 332 7
3 333 4
3 334 8
3 335 2
3 336 6
3 337 6
3 338 9
3 339 7
3 340 7
3 341 4
3 342 8
3 344 4
3 345 8
3 346 10
3 347 9
3 348 5
3 350 9
3 352 9
3 354 8
3 355 6
3 356 8
3 357 8
3 358 2
3 359 5
3 360 8
3 361 3
3 362 3
3 363 9
3 364 2
3 365 8
3 366 6
3 367 2
3 368 8
3 369 5
3 370 8
3 371 3
3 372 9
3 373 3
3 374 7
3 375 3
3 377 3
3 378 6
3 380 4
3 383 4
3 384 3
3 385 4
3 386 10
3 387 2
3 388 4
3 389 3
3 390 8
3 391 7
3 392 2
3 394 4
3 395 8
3 396 9
3 397 10
3 399 3
3 400 8
3 402 10
3 403 6
3 404 5
3 405 4
3 406 7
3 409 2
3 410 6
3 412 7
3 413 3
3 414 5
3 415 7
3 416 2
3 417 10
3 419 10
3 420 3
3 421 10
3 422 3
3 423 5
3 425 10
3 426 4
3 427 2
3 428 5
3 431 8
3 432 7
3 433 9
3 434 6
3 435 8
3 436 8
3 437 7
3 438 8
3 442 3
3 443 3
3 444 2
3 445 5
3 447 4
3 448 3
3 449 6
3 450 4
3 451 10
3 452 7
3 454 9
3 456 9
3 457 5
3 459 10
3 461 5
3 463 8
3 464 3
3 465 2
3 471 3
3 473 5
3 475 7
3 476 8
3 477 4
3 478 4
3 479 4
3 480 10
3 481 10
3 482 2
3 483 6
3 484 4
3 485 9
3 486 8
3 487 6
3 488 10
3 489 10
3 490 5
3 491 3
3 492 7
3 495 7
3 498 6
3 499 7
3 500 9
3 501 7
3 503 3
3 506 2
3 508 9
3 509 8
3 510 6
3 512 4
3 516 8
3 517 8
3 518 3
3 519 4
3 520 5
3 521 8
3 522 6
3 523 7
3 524 4
3 526 5
3 528 5
3 531 2
3 532 10
3 535 10
3 538 9
3 540 8
3 541 6
3 543 6
3 544 9
3 545 7
3 546 10
3 547 2
3 548 10
3 549 4
3 550 9
3 551 2
3 552 4
3 553 2
3 554 4
3 555 10
3 556 8
3 557 8
3 558 4
3 559 2
3 560 4
3 561 9
3 562 9
3 563 8
3 564 5
3 565 5
3 566 4
3 567 9
3 568 4
3 569 4
3 570 3
3 571 4
3 572 6
3 573 10
3 574 9
3 575 9
3 576 2
3 577 8
3 578 10
3 579 4
3 580 3
3 581 9
3 582 8
3 583 8
3 584 7
3 585 5
3 586 4
3 587 6
3 588 3
3 589 8
3 590 7
3 591 2
3 592 9
3 593 2
3 594 10
4 17 5
4 18 4
4 19 2
4 20 6
4 21 3
4 22 4
4 23 2
4 24 5
4 25 4
4 26 3
4 27 9
4 28 7
4 29 3
4 30 4
4 31 9
4 32 7
4 33 10
4 34 6
4 36 4
4 40 9
4 43 6
4 48 5
4 50 5
4 51 5
4 52 4
4 53 6
4 54 3
4 55 10
4 56 7
4 57 4
4 58 8
4 59 7
4 60 3
4 61 9
4 62 3
4 63 10
4 64 3
4 65 3
4 66 8
4 67 8
4 68 4
4 71 9
4 72 8
4 73 2
4 74 2
4 75 8
4 76 10
4 77 9
4 80 3
4 81 8
4 82 5
4 87 10
4 89 5
4 91 4
4 92 7
4 93 9
4 96 3
4 97 5
4 99 10
4 100 6
4 102 5
4 103 6
4 104 4
4 105 9
4 106 6
4 107 3
4 108 5
4 109 2
4 110 3
4 111 5
4 112 4
4 113 2
4 114 3
4 115 4
4 116 10
4 117 9
4 118 5
4 119 5
4 120 3
4 121 10
4 122 2
4 123 9
4 124 9
4 125 10
4 126 2
4 127 2
4 128 6
4 129 3
4 130 7
4 131 7
4 132 8
4 133 10
4 134 2
4 135 2
4 136 9
4 137 10
4 138 4
4 139 4
4 140 9
4 141 3
4 142 4
4 143 6
4 144 9
4 145 4
4 146 7
4 147 10
4 148 6
4 149 6
4 150 6
4 151 3
4 152 8
4 153 2
4 154 9
4 155 9
4 156 2
4 157 10
4 158 9
4 159 2
4 160 6
4 161 5
4 162 5
4 163 7
4 164 10
4 165 9
4 166 4
4 167 7
4 168 4
4 169 2
4 171 9
4 173 8
4 174 8
4 175 8
4 177 10
4 179 4
4 180 8
4 181 9
4 182 2
4 184 3
4 185 4
4 186 4
4 187 4
4 188 9
4 189 8
4 190 7
4 191 6
4 192 4
4 193 9
4 194 2
4 195 2
4 196 4
4 197 8
4 198 5
4 199 8
4 200 3
4 201 4
4 202 7
4 203 6
4 204 5
4 205 5
4 206 6
4 207 10
4 208 6
4 209 6
4 210 3
4 211 5
4 212 8
4 213 4
4 214 3
4 215 7
4 216 4
4 217 7
4 218 3
4 219 4
4 220 9
4 221 7
4 222 6
4 223 3
4 224 4
4 225 8
4 226 7
4 227 3
4 229 8
4 231 5
4 233 3
4 234 2
4 235 6
4 238 7
4 239 9
4 240 4
4 241 2
4 242 7
4 243 6
4 244 5
4 245 5
4 246 9
4 247 7
4 248 6
4 249 2
4 250 2
4 251 5
4 252 5
4 253 4
4 254 9
4 255 8
4 256 4
4 257 3
4 258 3
4 259 10
4 260 3
4 261 5
4 262 8
4 263 10
4 264 7
4 265 3
4 266 6
4 267 10
4 268 2
4 269 5
4 270 5
4 271 5
4 272 3
4 273 7
4 274 2
4 275 10
4 276 3
4 277 3
4 278 9
4 279 9
4 280 3
4 281 4
4 282 9
4 283 6
4 284 6
4 285 5
4 286 6
4 287 5
4 288 8
4 289 10
4 292 2
4 293 3
4 294 9
4 295 8
4 296 2
4 297 5
4 298 3
4 299 9
4 300 4
4 301 8
4 302 6
4 306 2
4 310 3
4 311 6
4 313 4
4 314 8
4 315 3
4 316 5
4 318 6
4 319 5
4 321 2
4 322 8
4 323 7
4 324 6
4 325 7
4 326 4
4 327 8
4 328 6
4 329 7
4 330 9
4 331 4
4 332 5
4 333 8
4 334 7
4 335 5
4 336 3
4 337 9
4 338 6
4 339 10
4 340 2
4 342 8
4 344 9
4 345 6
4 346 5
4 347 8
4 348 4
4 350 5
4 351 4
4 354 3
4 355 2
4 356 2
4 357 2
4 358 8
4 359 8
4 360 8
4 361 9
4 362 3
4 363 3
4 364 4
4 365 6
4 366 4
4 367 6
4 368 3
4 369 7
4 370 6
4 371 8
4 372 6
4 373 8
4 374 5
4 375 4
4 376 6
4 377 2
4 378 8
4 379 2
4 381 10
4 383 6
4 384 10
4 386 7
4 387 2
4 388 10
4 389 7
4 391 7
4 392 8
4 393 7
4 394 5
4 396 7
4 397 6
4 398 3
4 399 2
4 400 6
4 401 3
4 402 10
4 403 2
4 405 8
4 406 10
4 407 7
4 408 9
4 410 8
4 412 9
4 413 5
4 414 4
4 415 10
4 416 10
4 418 10
4 420 9
4 421 7
4 422 6
4 424 9
4 425 2
4 426 9
4 427 3
4 428 10
4 429 10
4 430 3
4 431 10
4 432 7
4 433 8
4 434 2
4 436 2
4 437 6
4 438 4
4 439 9
4 441 2
4 442 7
4 443 3
4 445 3
4 446 6
4 448 3
4 449 10
4 453 3
4 456 7
4 457 6
4 458 2
4 459 7
4 460 9
4 461 5
4 462 8
4 463 5
4 466 6
4 468 3
4 469 5
4 471 8
4 472 10
4 474 3
4 476 8
4 477 5
4 478 9
4 479 7
4 480 6
4 481 3
4 482 7
4 483 5
